"Statistics name :","2020 Population Census Basic Complete Tabulation on Population and Households"
"Table Number :","1-1-1"
"Title :","[Population, Households, Sex, Age and Marital status] Population by Sex - Japan, Prefectures, Municipalities (including Municipalities as of 2000)"
"Implementation date :","2020","Oct."
"Cities, Towns and Villages :","-"

"***","Data not available"
"-","Data not available"

"","","","","","","/Tabulated variable Code","2020_01","2020_01","2020_01"
"","","","","","","/Tabulated variable Auxiliary Code","-","-","-"
"","","","","","","/Tabulated variable","Population[people]","Population[people]","Population[people]"
"","","","","","","/Sex Code","0","1","2"
"","","","","","","/Sex Auxiliary Code","-","-","-"
"Time Code","Time Auxiliary Code","Time","All Municipalities (including those as of 2000) Code","All Municipalities (including those as of 2000) Auxiliary Code","All Municipalities (including those as of 2000)","/Sex","Total","Male","Female"
"2020000000","","2020","34431","","Osakikamijima-cho","","7,158","3,663","3,495"
"2020000000","","2020","34427","","(Municipalities as of 2000) Osaki-cho","","3,446","1,698","1,748"
"2020000000","","2020","34428","","(Municipalities as of 2000) Higashino-cho","","2,162","1,211","951"
"2020000000","","2020","34429","","(Municipalities as of 2000) Kinoe-cho","","1,550","754","796"
"2020000000","","2020","34462","","Sera-cho","","15,125","7,156","7,969"
"2020000000","","2020","34461","","(Municipalities as of 2000) Kozan-cho","","5,335","2,557","2,778"
"2020000000","","2020","3446B","","(Municipalities as of 2000) Sera-cho","","6,901","3,244","3,657"
"2020000000","","2020","34463","","(Municipalities as of 2000) Seranishi-cho","","2,889","1,355","1,534"
"2020000000","","2020","34545","","Jinsekikogen-cho","","8,250","3,932","4,318"
"2020000000","","2020","34541","","(Municipalities as of 2000) Yuki-cho","","1,985","936","1,049"
"2020000000","","2020","34542","","(Municipalities as of 2000) Jinseki-cho","","1,693","820","873"
"2020000000","","2020","34543","","(Municipalities as of 2000) Toyomatsu-son","","1,073","510","563"
"2020000000","","2020","34544","","(Municipalities as of 2000) Sanwa-cho","","3,499","1,666","1,833"
"2020000000","","2020","35000","","Yamaguchi-ken","","1,342,059","636,736","705,323"
"2020000000","","2020","35201","","Shimonoseki-shi","","255,051","118,683","136,368"
"2020000000","","2020","3520B","","(Municipalities as of 2000) Shimonoseki-shi","","219,078","102,208","116,870"
"2020000000","","2020","35441","","(Municipalities as of 2000) Kikugawa-cho","","7,231","3,382","3,849"
"2020000000","","2020","35442","","(Municipalities as of 2000) Toyota-cho","","4,620","2,148","2,472"
"2020000000","","2020","35443","","(Municipalities as of 2000) Toyoura-cho","","16,232","7,375","8,857"
"2020000000","","2020","35444","","(Municipalities as of 2000) Hohoku-cho","","7,890","3,570","4,320"
"2020000000","","2020","35202","","Ube-shi","","162,570","77,793","84,777"
"2020000000","","2020","3520C","","(Municipalities as of 2000) Ube-shi","","157,021","75,207","81,814"
"2020000000","","2020","35421","","(Municipalities as of 2000) Kusunoki-cho","","5,549","2,586","2,963"
"2020000000","","2020","35203","","Yamaguchi-shi","","193,966","92,352","101,614"
"2020000000","","2020","3520D","","(Municipalities as of 2000) Yamaguchi-shi","","142,214","67,497","74,717"
"2020000000","","2020","35381","","(Municipalities as of 2000) Tokuji-cho","","5,196","2,391","2,805"
"2020000000","","2020","35401","","(Municipalities as of 2000) Aio-cho","","6,113","2,850","3,263"
"2020000000","","2020","35402","","(Municipalities as of 2000) Ogori-cho","","26,344","13,055","13,289"
"2020000000","","2020","35403","","(Municipalities as of 2000) Ajisu-cho","","9,233","4,324","4,909"
"2020000000","","2020","35504","","(Municipalities as of 2000) Ato-cho","","4,866","2,235","2,631"
"2020000000","","2020","35204","","Hagi-shi","","44,626","20,610","24,016"
"2020000000","","2020","3520E","","(Municipalities as of 2000) Hagi-shi","","35,131","16,211","18,920"
"2020000000","","2020","35501","","(Municipalities as of 2000) Kawakami-son","","759","371","388"
"2020000000","","2020","35503","","(Municipalities as of 2000) Tamagawa-cho","","2,383","1,099","1,284"
"2020000000","","2020","35505","","(Municipalities as of 2000) Mutsumi-son","","1,241","590","651"
"2020000000","","2020","35506","","(Municipalities as of 2000) Susa-cho","","2,232","1,037","1,195"
"2020000000","","2020","35507","","(Municipalities as of 2000) Asahi-son","","1,382","638","744"
"2020000000","","2020","35508","","(Municipalities as of 2000) Fukue-son","","1,498","664","834"
"2020000000","","2020","35206","","Hofu-shi","","113,979","54,951","59,028"
"2020000000","","2020","35207","","Kudamatsu-shi","","55,887","27,405","28,482"
"2020000000","","2020","35208","","Iwakuni-shi","","129,125","60,981","68,144"
"2020000000","","2020","3520F","","(Municipalities as of 2000) Iwakuni-shi","","91,232","43,258","47,974"
"2020000000","","2020","35322","","(Municipalities as of 2000) Yuu-cho","","8,354","3,893","4,461"
"2020000000","","2020","35323","","(Municipalities as of 2000) Kuga-cho","","10,494","4,946","5,548"
"2020000000","","2020","35324","","(Municipalities as of 2000) Hongo-son","","725","332","393"
"2020000000","","2020","35325","","(Municipalities as of 2000) Shuto-cho","","11,539","5,431","6,108"
"2020000000","","2020","35326","","(Municipalities as of 2000) Nishiki-cho","","2,409","1,083","1,326"
"2020000000","","2020","35328","","(Municipalities as of 2000) Mikawa-cho","","833","375","458"
"2020000000","","2020","35329","","(Municipalities as of 2000) Miwa-cho","","3,539","1,663","1,876"
"2020000000","","2020","35210","","Hikari-shi","","49,798","23,711","26,087"
"2020000000","","2020","3521B","","(Municipalities as of 2000) Hikari-shi","","43,178","20,611","22,567"
"2020000000","","2020","35342","","(Municipalities as of 2000) Yamato-cho","","6,620","3,100","3,520"
"2020000000","","2020","35211","","Nagato-shi","","32,519","15,040","17,479"
"2020000000","","2020","3521C","","(Municipalities as of 2000) Nagato-shi","","18,579","8,601","9,978"
"2020000000","","2020","35481","","(Municipalities as of 2000) Misumi-cho","","5,094","2,350","2,744"
"2020000000","","2020","35482","","(Municipalities as of 2000) Heki-cho","","3,774","1,767","2,007"
"2020000000","","2020","35483","","(Municipalities as of 2000) Yuya-cho","","5,072","2,322","2,750"
"2020000000","","2020","35212","","Yanai-shi","","30,799","14,345","16,454"
"2020000000","","2020","3521D","","(Municipalities as of 2000) Yanai-shi","","28,201","13,146","15,055"
"2020000000","","2020","35327","","(Municipalities as of 2000) Obatake-cho","","2,598","1,199","1,399"
"2020000000","","2020","35213","","Mine-shi","","23,247","10,857","12,390"
"2020000000","","2020","3521E","","(Municipalities as of 2000) Mine-shi","","14,478","6,777","7,701"
"2020000000","","2020","35461","","(Municipalities as of 2000) Mito-cho","","4,617","2,171","2,446"
"2020000000","","2020","35462","","(Municipalities as of 2000) Shuho-cho","","4,152","1,909","2,243"
"2020000000","","2020","35215","","Shunan-shi","","137,540","66,686","70,854"
"2020000000","","2020","35205","","(Municipalities as of 2000) Tokuyama-shi","","91,047","44,028","47,019"
"2020000000","","2020","35214","","(Municipalities as of 2000) Shinnanyo-shi","","29,135","14,467","14,668"
"2020000000","","2020","35345","","(Municipalities as of 2000) Kumage-cho","","14,474","6,880","7,594"
"2020000000","","2020","35361","","(Municipalities as of 2000) Kano-cho","","2,884","1,311","1,573"
"2020000000","","2020","35216","","Sanyoonoda-shi","","60,326","28,635","31,691"
"2020000000","","2020","35209","","(Municipalities as of 2000) Onoda-shi","","40,840","19,472","21,368"
"2020000000","","2020","35422","","(Municipalities as of 2000) Sanyo-cho","","19,486","9,163","10,323"
"2020000000","","2020","35305","","Suooshima-cho","","14,798","6,828","7,970"
"2020000000","","2020","35301","","(Municipalities as of 2000) Kuka-cho","","2,967","1,364","1,603"
"2020000000","","2020","35302","","(Municipalities as of 2000) Oshima-cho","","5,126","2,383","2,743"
"2020000000","","2020","35303","","(Municipalities as of 2000) Towa-cho","","2,994","1,380","1,614"
"2020000000","","2020","35304","","(Municipalities as of 2000) Tachibana-cho","","3,711","1,701","2,010"
"2020000000","","2020","35321","","Waki-cho","","6,034","2,947","3,087"
"2020000000","","2020","35341","","Kaminoseki-cho","","2,342","1,084","1,258"
"2020000000","","2020","35343","","Tabuse-cho","","14,483","6,908","7,575"
"2020000000","","2020","35344","","Hirao-cho","","11,914","5,553","6,361"
"2020000000","","2020","35502","","Abu-cho","","3,055","1,367","1,688"
"2020000000","","2020","36000","","Tokushima-ken","","719,559","343,265","376,294"
"2020000000","","2020","36201","","Tokushima-shi","","252,391","120,188","132,203"
"2020000000","","2020","36202","","Naruto-shi","","54,622","25,858","28,764"
"2020000000","","2020","36203","","Komatsushima-shi","","36,149","17,461","18,688"
"2020000000","","2020","36204","","Anan-shi","","69,470","33,694","35,776"
"2020000000","","2020","3620B","","(Municipalities as of 2000) Anan-shi","","46,343","22,538","23,805"
"2020000000","","2020","36361","","(Municipalities as of 2000) Nakagawa-cho","","10,227","5,037","5,190"
"2020000000","","2020","36362","","(Municipalities as of 2000) Hanoura-cho","","12,900","6,119","6,781"
"2020000000","","2020","36205","","Yoshinogawa-shi","","38,772","18,231","20,541"
"2020000000","","2020","36441","","(Municipalities as of 2000) Kamojima-cho","","22,142","10,382","11,760"
"2020000000","","2020","36442","","(Municipalities as of 2000) Kawashima-cho","","6,863","3,245","3,618"
"2020000000","","2020","36443","","(Municipalities as of 2000) Yamakawa-cho","","8,955","4,206","4,749"
"2020000000","","2020","36444","","(Municipalities as of 2000) Misato-son","","812","398","414"
"2020000000","","2020","36206","","Awa-shi","","34,713","16,476","18,237"
"2020000000","","2020","36406","","(Municipalities as of 2000) Yoshino-cho","","6,986","3,328","3,658"
"2020000000","","2020","36407","","(Municipalities as of 2000) Donari-cho","","7,458","3,527","3,931"
"2020000000","","2020","36421","","(Municipalities as of 2000) Ichiba-cho","","9,325","4,366","4,959"
"2020000000","","2020","36422","","(Municipalities as of 2000) Awa-cho","","10,944","5,255","5,689"
"2020000000","","2020","36207","","Mima-shi","","28,055","13,342","14,713"
"2020000000","","2020","36461","","(Municipalities as of 2000) Waki-machi","","15,259","7,260","7,999"
"2020000000","","2020","36462","","(Municipalities as of 2000) Mima-cho","","7,074","3,379","3,695"
"2020000000","","2020","36466","","(Municipalities as of 2000) Anabuki-cho","","5,280","2,484","2,796"
"2020000000","","2020","36467","","(Municipalities as of 2000) Koyadaira-son","","442","219","223"
"2020000000","","2020","36208","","Miyoshi-shi","","23,605","11,117","12,488"
"2020000000","","2020","36481","","(Municipalities as of 2000) Mino-cho","","4,027","1,907","2,120"
"2020000000","","2020","36483","","(Municipalities as of 2000) Ikeda-cho","","11,441","5,410","6,031"
"2020000000","","2020","36484","","(Municipalities as of 2000) Yamashiro-cho","","2,987","1,408","1,579"
"2020000000","","2020","36485","","(Municipalities as of 2000) Ikawa-cho","","3,265","1,494","1,771"
"2020000000","","2020","36487","","(Municipalities as of 2000) Higashiiyayama-son","","1,020","502","518"
"2020000000","","2020","36488","","(Municipalities as of 2000) Nishiiyayama-son","","865","396","469"
"2020000000","","2020","36301","","Katsuura-cho","","4,837","2,317","2,520"
"2020000000","","2020","36302","","Kamikatsu-cho","","1,380","651","729"
"2020000000","","2020","36321","","Sanagouchi-son","","2,058","998","1,060"
"2020000000","","2020","36341","","Ishii-cho","","24,833","11,752","13,081"
"2020000000","","2020","36342","","Kamiyama-cho","","4,647","2,183","2,464"
"2020000000","","2020","36368","","Naka-cho","","7,367","3,521","3,846"
"2020000000","","2020","36363","","(Municipalities as of 2000) Wajiki-cho","","2,638","1,269","1,369"
"2020000000","","2020","36364","","(Municipalities as of 2000) Aioi-cho","","2,198","1,057","1,141"
"2020000000","","2020","36365","","(Municipalities as of 2000) Kaminaka-cho","","1,187","534","653"
"2020000000","","2020","36366","","(Municipalities as of 2000) Kisawa-son","","404","201","203"
"2020000000","","2020","36367","","(Municipalities as of 2000) Kito-son","","940","460","480"
"2020000000","","2020","36383","","Mugi-cho","","3,743","1,735","2,008"
"2020000000","","2020","36387","","Minami-cho","","6,222","2,923","3,299"
"2020000000","","2020","36381","","(Municipalities as of 2000) Yuki-cho","","2,079","947","1,132"
"2020000000","","2020","36382","","(Municipalities as of 2000) Hiwasa-cho","","4,143","1,976","2,167"
"2020000000","","2020","36388","","Kaiyo-cho","","8,358","3,965","4,393"
"2020000000","","2020","36384","","(Municipalities as of 2000) Kainan-cho","","4,207","2,019","2,188"
"2020000000","","2020","36385","","(Municipalities as of 2000) Kaifu-cho","","1,721","813","908"
"2020000000","","2020","36386","","(Municipalities as of 2000) Shishikui-cho","","2,430","1,133","1,297"
"2020000000","","2020","36401","","Matsushige-cho","","14,583","7,193","7,390"
"2020000000","","2020","36402","","Kitajima-cho","","22,745","10,976","11,769"
"2020000000","","2020","36403","","Aizumi-cho","","35,246","16,868","18,378"
"2020000000","","2020","36404","","Itano-cho","","13,042","6,262","6,780"
"2020000000","","2020","36405","","Kamiita-cho","","11,384","5,431","5,953"
"2020000000","","2020","36468","","Tsurugi-cho","","7,715","3,608","4,107"
"2020000000","","2020","36463","","(Municipalities as of 2000) Handa-cho","","3,309","1,541","1,768"
"2020000000","","2020","36464","","(Municipalities as of 2000) Sadamitsu-cho","","3,894","1,808","2,086"
"2020000000","","2020","36465","","(Municipalities as of 2000) Ichiu-son","","512","259","253"
"2020000000","","2020","36489","","Higashimiyoshi-cho","","13,622","6,515","7,107"
"2020000000","","2020","36482","","(Municipalities as of 2000) Miyoshi-cho","","5,286","2,548","2,738"
"2020000000","","2020","36486","","(Municipalities as of 2000) Mikamo-cho","","8,336","3,967","4,369"
"2020000000","","2020","37000","","Kagawa-ken","","950,244","459,197","491,047"
"2020000000","","2020","37201","","Takamatsu-shi","","417,496","202,029","215,467"
"2020000000","","2020","3720B","","(Municipalities as of 2000) Takamatsu-shi","","341,271","165,295","175,976"
"2020000000","","2020","37342","","(Municipalities as of 2000) Mure-cho","","16,544","7,884","8,660"
"2020000000","","2020","37343","","(Municipalities as of 2000) Aji-cho","","4,592","2,192","2,400"
"2020000000","","2020","37361","","(Municipalities as of 2000) Shionoe-cho","","2,202","1,066","1,136"
"2020000000","","2020","37362","","(Municipalities as of 2000) Kagawa-cho","","21,965","10,576","11,389"
"2020000000","","2020","37363","","(Municipalities as of 2000) Konan-cho","","7,134","3,507","3,627"
"2020000000","","2020","37383","","(Municipalities as of 2000) Kokubunji-cho","","23,788","11,509","12,279"
"2020000000","","2020","37202","","Marugame-shi","","109,513","53,018","56,495"
"2020000000","","2020","3720C","","(Municipalities as of 2000) Marugame-shi","","82,329","39,888","42,441"
"2020000000","","2020","37384","","(Municipalities as of 2000) Ayauta-cho","","10,553","5,066","5,487"
"2020000000","","2020","37385","","(Municipalities as of 2000) Hanzan-cho","","16,631","8,064","8,567"
"2020000000","","2020","37203","","Sakaide-shi","","50,624","24,145","26,479"
"2020000000","","2020","37204","","Zentsuji-shi","","31,631","15,725","15,906"
"2020000000","","2020","37205","","Kanonji-shi","","57,438","27,578","29,860"
"2020000000","","2020","3720D","","(Municipalities as of 2000) Kanonji-shi","","39,438","18,901","20,537"
"2020000000","","2020","37424","","(Municipalities as of 2000) Onohara-cho","","10,825","5,218","5,607"
"2020000000","","2020","37428","","(Municipalities as of 2000) Toyohama-cho","","7,175","3,459","3,716"
"2020000000","","2020","37206","","Sanuki-shi","","47,003","22,484","24,519"
"2020000000","","2020","37304","","(Municipalities as of 2000) Tsuda-cho","","5,721","2,622","3,099"
"2020000000","","2020","37305","","(Municipalities as of 2000) Okawa-cho","","5,148","2,420","2,728"
"2020000000","","2020","37306","","(Municipalities as of 2000) Shido-cho","","18,983","9,271","9,712"
"2020000000","","2020","37307","","(Municipalities as of 2000) Sangawa-cho","","5,197","2,474","2,723"
"2020000000","","2020","37308","","(Municipalities as of 2000) Nagao-cho","","11,954","5,697","6,257"
"2020000000","","2020","37207","","Higashikagawa-shi","","28,279","13,358","14,921"
"2020000000","","2020","37301","","(Municipalities as of 2000) Hiketa-cho","","6,012","2,856","3,156"
"2020000000","","2020","37302","","(Municipalities as of 2000) Shirotori-cho","","9,638","4,569","5,069"
"2020000000","","2020","37303","","(Municipalities as of 2000) Ohchi-cho","","12,629","5,933","6,696"
"2020000000","","2020","37208","","Mitoyo-shi","","61,857","29,770","32,087"
"2020000000","","2020","37421","","(Municipalities as of 2000) Takase-cho","","14,628","7,088","7,540"
"2020000000","","2020","37422","","(Municipalities as of 2000) Yamamoto-cho","","6,295","3,015","3,280"
"2020000000","","2020","37423","","(Municipalities as of 2000) Mino-cho","","8,803","4,239","4,564"
"2020000000","","2020","37425","","(Municipalities as of 2000) Toyonaka-cho","","10,752","5,206","5,546"
"2020000000","","2020","37426","","(Municipalities as of 2000) Takuma-cho","","12,471","5,953","6,518"
"2020000000","","2020","37427","","(Municipalities as of 2000) Nio-cho","","5,392","2,557","2,835"
"2020000000","","2020","37429","","(Municipalities as of 2000) Saita-cho","","3,516","1,712","1,804"
"2020000000","","2020","37322","","Tonosho-cho","","12,846","6,044","6,802"
"2020000000","","2020","37324","","Shodoshima-cho","","13,870","6,621","7,249"
"2020000000","","2020","37321","","(Municipalities as of 2000) Uchinomi-cho","","9,393","4,510","4,883"
"2020000000","","2020","37323","","(Municipalities as of 2000) Ikeda-cho","","4,477","2,111","2,366"
"2020000000","","2020","37341","","Miki-cho","","26,878","12,943","13,935"
"2020000000","","2020","37364","","Naoshima-cho","","3,103","1,646","1,457"
"2020000000","","2020","37386","","Utazu-cho","","18,699","9,180","9,519"
"2020000000","","2020","37387","","Ayagawa-cho","","22,693","10,999","11,694"
"2020000000","","2020","37381","","(Municipalities as of 2000) Ayakami-cho","","4,894","2,403","2,491"
"2020000000","","2020","37382","","(Municipalities as of 2000) Ryonan-cho","","17,799","8,596","9,203"
"2020000000","","2020","37403","","Kotohira-cho","","8,468","3,938","4,530"
"2020000000","","2020","37404","","Tadotsu-cho","","22,445","11,373","11,072"
"2020000000","","2020","37406","","Manno-cho","","17,401","8,346","9,055"
"2020000000","","2020","37401","","(Municipalities as of 2000) Kotonami-cho","","1,905","946","959"
"2020000000","","2020","37402","","(Municipalities as of 2000) Manno-cho","","11,818","5,677","6,141"
"2020000000","","2020","37405","","(Municipalities as of 2000) Chunan-cho","","3,678","1,723","1,955"
"2020000000","","2020","38000","","Ehime-ken","","1,334,841","633,062","701,779"
"2020000000","","2020","38201","","Matsuyama-shi","","511,192","240,292","270,900"
"2020000000","","2020","3820B","","(Municipalities as of 2000) Matsuyama-shi","","482,712","226,985","255,727"
"2020000000","","2020","38211","","(Municipalities as of 2000) Hojo-shi","","25,272","11,813","13,459"
"2020000000","","2020","38363","","(Municipalities as of 2000) Nakajima-cho","","3,208","1,494","1,714"
"2020000000","","2020","38202","","Imabari-shi","","151,672","71,799","79,873"
"2020000000","","2020","3820C","","(Municipalities as of 2000) Imabari-shi","","105,326","49,254","56,072"
"2020000000","","2020","38341","","(Municipalities as of 2000) Asakura-mura","","3,970","1,835","2,135"
"2020000000","","2020","38342","","(Municipalities as of 2000) Tamagawa-cho","","4,564","2,147","2,417"
"2020000000","","2020","38343","","(Municipalities as of 2000) Namikata-cho","","8,146","3,976","4,170"
"2020000000","","2020","38344","","(Municipalities as of 2000) Onishi-cho","","8,084","4,217","3,867"
"2020000000","","2020","38345","","(Municipalities as of 2000) Kikuma-cho","","5,173","2,431","2,742"
"2020000000","","2020","38346","","(Municipalities as of 2000) Yoshiumi-cho","","3,172","1,568","1,604"
"2020000000","","2020","38347","","(Municipalities as of 2000) Miyakubo-cho","","2,209","1,068","1,141"
"2020000000","","2020","38348","","(Municipalities as of 2000) Hakata-cho","","5,715","2,846","2,869"
"2020000000","","2020","38353","","(Municipalities as of 2000) Kamiura-cho","","2,388","1,123","1,265"
"2020000000","","2020","38354","","(Municipalities as of 2000) Omishima-cho","","2,575","1,176","1,399"
"2020000000","","2020","38355","","(Municipalities as of 2000) Sekizen-mura","","350","158","192"
"2020000000","","2020","38203","","Uwajima-shi","","70,809","33,213","37,596"
"2020000000","","2020","3820D","","(Municipalities as of 2000) Uwajima-shi","","47,443","22,249","25,194"
"2020000000","","2020","38481","","(Municipalities as of 2000) Yoshida-cho","","8,772","4,131","4,641"
"2020000000","","2020","38482","","(Municipalities as of 2000) Mima-cho","","5,347","2,519","2,828"
"2020000000","","2020","38486","","(Municipalities as of 2000) Tsushima-cho","","9,247","4,314","4,933"
"2020000000","","2020","38204","","Yawatahama-shi","","31,987","14,971","17,016"
"2020000000","","2020","3820E","","(Municipalities as of 2000) Yawatahama-shi","","22,927","10,648","12,279"
"2020000000","","2020","38441","","(Municipalities as of 2000) Honai-cho","","9,060","4,323","4,737"
"2020000000","","2020","38205","","Niihama-shi","","115,938","56,004","59,934"
"2020000000","","2020","3820F","","(Municipalities as of 2000) Niihama-shi","","115,796","55,934","59,862"
"2020000000","","2020","38303","","(Municipalities as of 2000) Besshiyama-mura","","142","70","72"
"2020000000","","2020","38206","","Saijo-shi","","104,791","50,615","54,176"
"2020000000","","2020","3820G","","(Municipalities as of 2000) Saijo-shi","","57,305","27,944","29,361"
"2020000000","","2020","38212","","(Municipalities as of 2000) Toyo-shi","","28,572","13,571","15,001"
"2020000000","","2020","38321","","(Municipalities as of 2000) Komatsu-cho","","7,915","3,760","4,155"
"2020000000","","2020","38323","","(Municipalities as of 2000) Tambara-cho","","10,999","5,340","5,659"
"2020000000","","2020","38207","","Ozu-shi","","40,575","19,423","21,152"
"2020000000","","2020","3820H","","(Municipalities as of 2000) Ozu-shi","","32,408","15,570","16,838"
"2020000000","","2020","38421","","(Municipalities as of 2000) Nagahama-cho","","5,808","2,703","3,105"
"2020000000","","2020","38424","","(Municipalities as of 2000) Hijikawa-cho","","1,807","871","936"
"2020000000","","2020","38425","","(Municipalities as of 2000) Kawabe-mura","","552","279","273"
"2020000000","","2020","38210","","Iyo-shi","","35,133","16,385","18,748"
"2020000000","","2020","3821B","","(Municipalities as of 2000) Iyo-shi","","29,209","13,624","15,585"
"2020000000","","2020","38404","","(Municipalities as of 2000) Nakayama-cho","","2,543","1,216","1,327"
"2020000000","","2020","38405","","(Municipalities as of 2000) Futami-cho","","3,381","1,545","1,836"
"2020000000","","2020","38213","","Shikokuchuo-shi","","82,754","40,468","42,286"
"2020000000","","2020","38208","","(Municipalities as of 2000) Kawanoe-shi","","32,879","16,015","16,864"
"2020000000","","2020","38209","","(Municipalities as of 2000) Iyomishima-shi","","34,108","16,770","17,338"
"2020000000","","2020","38301","","(Municipalities as of 2000) Shingu-mura","","845","413","432"
"2020000000","","2020","38302","","(Municipalities as of 2000) Doi-cho","","14,922","7,270","7,652"
"2020000000","","2020","38214","","Seiyo-shi","","35,388","16,635","18,753"
"2020000000","","2020","38445","","(Municipalities as of 2000) Mikame-cho","","6,184","2,830","3,354"
"2020000000","","2020","38461","","(Municipalities as of 2000) Akehama-cho","","2,839","1,342","1,497"
"2020000000","","2020","38462","","(Municipalities as of 2000) Uwa-cho","","16,099","7,591","8,508"
"2020000000","","2020","38463","","(Municipalities as of 2000) Nomura-cho","","7,269","3,477","3,792"
"2020000000","","2020","38464","","(Municipalities as of 2000) Shirokawa-cho","","2,997","1,395","1,602"
"2020000000","","2020","38215","","Toon-shi","","33,903","16,180","17,723"
"2020000000","","2020","38361","","(Municipalities as of 2000) Shigenobu-cho","","23,811","11,320","12,491"
"2020000000","","2020","38362","","(Municipalities as of 2000) Kawauchi-cho","","10,092","4,860","5,232"
"2020000000","","2020","38356","","Kamijima-cho","","6,509","3,421","3,088"
"2020000000","","2020","38349","","(Municipalities as of 2000) Uoshima-mura","","149","80","69"
"2020000000","","2020","38350","","(Municipalities as of 2000) Yuge-cho","","3,027","1,585","1,442"
"2020000000","","2020","38351","","(Municipalities as of 2000) Ikina-mura","","1,389","642","747"
"2020000000","","2020","38352","","(Municipalities as of 2000) Iwagi-mura","","1,944","1,114","830"
"2020000000","","2020","38386","","Kumakogen-cho","","7,404","3,513","3,891"
"2020000000","","2020","38381","","(Municipalities as of 2000) Kuma-cho","","5,166","2,446","2,720"
"2020000000","","2020","38382","","(Municipalities as of 2000) Omogo-mura","","445","204","241"
"2020000000","","2020","38383","","(Municipalities as of 2000) Mikawa-mura","","1,203","574","629"
"2020000000","","2020","38384","","(Municipalities as of 2000) Yanadani-mura","","590","289","301"
"2020000000","","2020","38401","","Masaki-cho","","29,630","13,911","15,719"
"2020000000","","2020","38402","","Tobe-cho","","20,480","9,519","10,961"
"2020000000","","2020","3840B","","(Municipalities as of 2000) Tobe-cho","","19,897","9,239","10,658"
"2020000000","","2020","38403","","(Municipalities as of 2000) Hirota-mura","","583","280","303"
"2020000000","","2020","38422","","Uchiko-cho","","15,322","7,303","8,019"
"2020000000","","2020","38385","","(Municipalities as of 2000) Oda-cho","","1,928","926","1,002"
"2020000000","","2020","3842B","","(Municipalities as of 2000) Uchiko-cho","","8,533","4,024","4,509"
"2020000000","","2020","38423","","(Municipalities as of 2000) Ikazaki-cho","","4,861","2,353","2,508"
"2020000000","","2020","38442","","Ikata-cho","","8,397","4,036","4,361"
"2020000000","","2020","3844B","","(Municipalities as of 2000) Ikata-cho","","4,437","2,189","2,248"
"2020000000","","2020","38443","","(Municipalities as of 2000) Seto-cho","","1,583","731","852"
"2020000000","","2020","38444","","(Municipalities as of 2000) Misaki-cho","","2,377","1,116","1,261"
"2020000000","","2020","38484","","Matsuno-cho","","3,674","1,725","1,949"
"2020000000","","2020","38488","","Kihoku-cho","","9,682","4,463","5,219"
"2020000000","","2020","38483","","(Municipalities as of 2000) Hiromi-cho","","8,572","3,957","4,615"
"2020000000","","2020","38485","","(Municipalities as of 2000) Hiyoshi-mura","","1,110","506","604"
"2020000000","","2020","38506","","Ainan-cho","","19,601","9,186","10,415"
"2020000000","","2020","38501","","(Municipalities as of 2000) Uchiumi-mura","","1,484","694","790"
"2020000000","","2020","38502","","(Municipalities as of 2000) Misho-cho","","6,705","3,197","3,508"
"2020000000","","2020","38503","","(Municipalities as of 2000) Johen-cho","","6,427","3,016","3,411"
"2020000000","","2020","38504","","(Municipalities as of 2000) Ipponmatsu-cho","","3,322","1,498","1,824"
"2020000000","","2020","38505","","(Municipalities as of 2000) Nishiumi-cho","","1,663","781","882"
"2020000000","","2020","39000","","Kochi-ken","","691,527","326,531","364,996"
"2020000000","","2020","39201","","Kochi-shi","","326,545","152,455","174,090"
"2020000000","","2020","3920B","","(Municipalities as of 2000) Kochi-shi","","310,883","145,067","165,816"
"2020000000","","2020","39361","","(Municipalities as of 2000) Kagami-mura","","1,099","518","581"
"2020000000","","2020","39362","","(Municipalities as of 2000) Tosayama-mura","","855","415","440"
"2020000000","","2020","39383","","(Municipalities as of 2000) Haruno-cho","","13,708","6,455","7,253"
"2020000000","","2020","39202","","Muroto-shi","","11,742","5,648","6,094"
"2020000000","","2020","39203","","Aki-shi","","16,243","7,754","8,489"
"2020000000","","2020","39204","","Nankoku-shi","","46,664","22,130","24,534"
"2020000000","","2020","39205","","Tosa-shi","","25,732","12,384","13,348"
"2020000000","","2020","39206","","Susaki-shi","","20,590","10,068","10,522"
"2020000000","","2020","39208","","Sukumo-shi","","19,033","8,914","10,119"
"2020000000","","2020","39209","","Tosashimizu-shi","","12,388","5,842","6,546"
"2020000000","","2020","39210","","Shimanto-shi","","32,694","15,455","17,239"
"2020000000","","2020","39207","","(Municipalities as of 2000) Nakamura-shi","","30,233","14,306","15,927"
"2020000000","","2020","39426","","(Municipalities as of 2000) Nishitosa-mura","","2,461","1,149","1,312"
"2020000000","","2020","39211","","Konan-shi","","32,207","15,545","16,662"
"2020000000","","2020","39321","","(Municipalities as of 2000) Akaoka-cho","","2,504","1,163","1,341"
"2020000000","","2020","39322","","(Municipalities as of 2000) Kagami-cho","","5,833","2,977","2,856"
"2020000000","","2020","39324","","(Municipalities as of 2000) Noichi-cho","","19,083","9,114","9,969"
"2020000000","","2020","39325","","(Municipalities as of 2000) Yasu-cho","","3,244","1,545","1,699"
"2020000000","","2020","39327","","(Municipalities as of 2000) Yoshikawa-mura","","1,543","746","797"
